City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Fort-Shevchenko,KZ,44.5086,50.263,35.33,64,56,14.0,broken clouds
347,Kruisfontein,ZA,-34.0033,24.7314,65.23,91,16,7.49,few clouds
348,Stony Plain,CA,53.5334,-114.0021,37.51,60,0,13.8,clear sky
349,Sao Filipe,CV,14.8961,-24.4956,75.6,59,52,11.52,broken clouds
350,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,74,75,12.66,broken clouds
351,Tucupita,VE,9.0622,-62.051,82.87,55,97,6.26,overcast clouds
352,Bosaso,SO,11.2842,49.1816,73.53,72,13,2.55,few clouds
353,Mwense,ZM,-10.3845,28.698,65.12,92,100,1.63,overcast clouds
354,Khilok,RU,51.3674,110.4676,-22.13,100,57,2.26,broken clouds
355,Grindavik,IS,63.8424,-22.4338,28.87,93,75,6.91,broken clouds
356,Svetlyy,RU,54.675,20.1347,35.65,73,100,16.53,overcast clouds
357,Tass,HU,47.021,19.0299,37.9,73,8,8.05,clear sky
358,Labrea,BR,-7.2586,-64.7981,76.03,94,100,2.08,moderate rain
359,Corinto,GR,37.9407,22.9573,51.89,74,22,3.91,few clouds
360,Colares,PT,38.7992,-9.4469,58.33,85,75,20.0,light intensity drizzle
361,Mae Hong Son,TH,19.3003,97.9685,57.51,38,62,2.08,broken clouds
362,Nampula,MZ,-15.1165,39.2666,69.75,100,100,5.99,thunderstorm with rain
363,Tura,IN,25.5198,90.2201,54.39,70,0,4.59,clear sky
364,Jalgaon,IN,21.0167,75.5667,70.05,35,0,5.3,clear sky
365,Fare,PF,-16.7,-151.0167,80.78,74,100,15.82,light rain
366,Koslan,RU,63.4564,48.8989,4.33,100,93,3.56,overcast clouds
367,Payakumbuh,ID,-0.2202,100.6308,68.54,96,100,2.73,overcast clouds
368,Areka,ET,7.0667,37.7,65.68,35,52,6.78,broken clouds
369,Itanagar,IN,27.1,93.6167,52.93,74,0,4.25,clear sky
370,Lebu,CL,-37.6167,-73.65,65.7,72,84,11.63,broken clouds
371,Bac Lieu,VN,9.285,105.7244,78.71,82,12,11.86,few clouds
372,Lithakia,GR,37.7167,20.8333,54.59,71,8,4.21,clear sky
373,Nuuk,GL,64.1835,-51.7216,9.21,78,75,10.36,broken clouds
374,Marzuq,YE,14.4,46.4667,59.99,44,2,3.62,clear sky
375,Ust-Tsilma,RU,65.441,52.1498,-2.56,100,58,3.96,broken clouds
376,Broken Hill,AU,-31.95,141.4333,76.71,33,100,12.66,overcast clouds
377,Fairbanks,US,64.8378,-147.7164,13.82,83,100,0.0,light snow
378,Port Hedland,AU,-20.3167,118.5667,82.45,89,40,8.05,scattered clouds
379,Yenagoa,NG,4.9247,6.2642,81.54,74,31,8.05,scattered clouds
380,Donskoy,RU,53.9711,38.3363,22.28,86,100,12.59,light snow
381,Kichmengskiy Gorodok,RU,59.9816,45.7854,0.68,100,82,3.67,broken clouds
382,Ventspils,LV,57.3894,21.5606,37.33,87,0,18.41,clear sky
383,Plymouth,US,41.8334,-70.8328,32.83,91,100,11.5,snow
384,Aketi,CD,2.7388,23.7833,76.24,32,73,1.41,broken clouds
385,El Corpus,HN,14.7,-88.9167,81.28,88,75,4.61,broken clouds
386,Horodnytsya,UA,50.807,27.3168,30.49,71,72,9.24,broken clouds
387,Antofagasta,CL,-23.65,-70.4,72.21,61,80,10.6,broken clouds
388,Basoko,CD,1.2391,23.616,79.61,40,84,0.51,broken clouds
389,Coffs Harbour,AU,-30.3,153.1333,66.16,94,75,4.61,broken clouds
390,Thanh Hoa,VN,19.8,105.7667,57.54,79,100,5.77,overcast clouds
391,Zhuhai,CN,22.2769,113.5678,60.06,88,40,17.27,scattered clouds
392,Nelson Bay,AU,-32.7167,152.15,64.99,72,100,9.48,overcast clouds
393,Ambilobe,MG,-13.2,49.05,73.31,94,82,2.13,light rain
394,Biak,ID,-0.9131,122.8766,75.24,85,100,4.79,overcast clouds
395,Vallenar,CL,-28.5708,-70.7581,84.87,25,0,10.65,clear sky
396,Ponta Do Sol,PT,32.6667,-17.1,65.07,60,96,2.33,overcast clouds
397,Ucluelet,CA,48.9329,-125.5528,53.1,63,98,1.01,overcast clouds
398,Dangara,IN,29.6799,75.8931,52.47,69,0,6.08,clear sky
399,Big Bend,SZ,-26.8167,31.9333,70.34,88,79,2.04,broken clouds
400,Maniitsoq,GL,65.4167,-52.9,3.02,87,100,15.73,light snow
401,Marawi,PH,7.9986,124.2928,63.64,91,100,2.95,overcast clouds
402,Nishihara,JP,26.1842,127.7558,65.48,94,100,21.85,light rain
403,Kolvereid,NO,64.8655,11.6047,33.03,71,97,18.92,overcast clouds
404,Pervomayskoye,RU,43.919,46.7102,33.22,61,4,4.99,clear sky
405,Banamba,ML,13.55,-7.45,74.57,12,4,9.78,clear sky
406,Bulungu,CD,-4.55,18.6,71.22,94,100,2.77,overcast clouds
407,Timmins,CA,48.4669,-81.3331,-0.58,50,20,2.3,few clouds
408,Penzberg,DE,47.75,11.3833,36.28,74,2,5.08,clear sky
409,Chateaubelair,VC,13.2833,-61.25,81.21,69,40,10.36,scattered clouds
410,Hobyo,SO,5.3505,48.5268,77.16,74,79,16.06,broken clouds
411,Graaff-Reinet,ZA,-32.2522,24.5308,71.92,75,66,2.51,broken clouds
412,Thornbury,GB,52.2333,-2.55,50.43,92,100,12.19,overcast clouds
413,Morris,US,40.8334,-74.5329,31.23,80,100,5.01,light snow
414,Launceston,AU,-41.45,147.1667,58.15,92,75,6.91,broken clouds
415,Balabac,PH,7.9868,117.0645,80.35,79,100,13.51,overcast clouds
416,Brande,DK,55.9381,9.1218,40.37,67,100,17.72,overcast clouds
417,Quatre Cocos,MU,-20.2078,57.7625,81.09,83,76,14.34,broken clouds
418,Shajapur,IN,23.4333,76.2667,60.24,33,0,6.31,clear sky
419,Mula,ES,38.0409,-1.4901,51.85,78,44,4.47,scattered clouds
420,Liberal,US,37.0431,-100.921,58.23,25,0,12.66,clear sky
421,Linxia,CN,35.6003,103.2064,12.72,80,68,3.38,broken clouds
422,Geraldton,AU,-28.7667,114.6,73.81,88,100,6.91,overcast clouds
423,Kushiro,JP,42.975,144.3747,19.56,95,92,5.86,overcast clouds
424,Bubaque,GW,11.2833,-15.8333,78.37,69,5,13.94,clear sky
425,Atasu,KZ,48.6814,71.6433,26.01,96,100,12.21,light snow
426,Kohlu,PK,29.8962,69.252,52.72,36,80,2.53,broken clouds
427,Del Rio,US,29.3627,-100.8968,62.71,23,0,9.22,clear sky
428,Poronaysk,RU,49.2167,143.1167,6.69,95,87,7.07,overcast clouds
429,Varkaus,FI,62.3153,27.873,32.31,97,100,11.77,overcast clouds
430,Mbini,GQ,1.574,9.6134,80.44,79,100,6.11,overcast clouds
431,Tshikapa,CD,-6.4167,20.8,70.34,96,100,3.09,overcast clouds
432,Pampa,US,35.5362,-100.9599,59.58,20,0,8.05,clear sky
433,Daru,PG,-9.0763,143.2092,78.89,80,51,9.51,broken clouds
434,Chibombo,ZM,-14.6569,28.0706,63.82,94,94,4.45,overcast clouds
435,Waingapu,ID,-9.6567,120.2641,77.52,87,84,4.07,broken clouds
436,Udachnyy,RU,66.4167,112.4,-21.95,94,63,1.79,broken clouds
437,Shatura,RU,55.5725,39.5368,24.96,92,100,7.78,light snow
438,Rabo De Peixe,PT,37.8,-25.5833,60.28,80,75,8.05,broken clouds
439,Yakeshi,CN,49.2833,120.7333,-32.01,100,99,1.66,overcast clouds
440,Edd,ER,13.9297,41.6925,77.61,76,57,4.21,broken clouds
441,Makakilo City,US,21.3469,-158.0858,76.28,69,0,5.75,clear sky
442,Nouakchott,MR,18.0858,-15.9785,71.53,43,100,7.54,overcast clouds
443,Chipinge,ZW,-20.1883,32.6236,63.7,58,3,2.98,clear sky
444,Souillac,MU,-20.5167,57.5167,81.36,89,75,6.91,light rain
445,Fort Nelson,CA,58.8053,-122.7002,0.99,71,75,4.61,broken clouds
446,Cairns,AU,-16.9167,145.7667,76.95,85,40,11.5,light rain
447,Belfort,FR,47.6333,6.8667,43.27,77,6,1.86,clear sky
448,Mikhaylovka,RU,50.06,43.2379,23.79,93,6,8.12,clear sky
449,Vanimo,PG,-2.6741,141.3028,77.4,89,99,5.57,overcast clouds
450,Khani,GE,41.9563,42.9566,31.57,87,71,5.77,broken clouds
451,Rawson,AR,-43.3002,-65.1023,89.74,21,0,19.89,clear sky
452,Kabare,CD,-2.4683,28.8242,60.53,94,90,3.02,overcast clouds
453,Hami,CN,42.8,93.45,26.29,51,73,5.59,broken clouds
454,Cheremisinovo,RU,51.8855,37.2646,24.91,91,16,9.37,few clouds
455,Deputatskiy,RU,69.3,139.9,-22.02,96,83,6.78,broken clouds
456,Tevaitoa,PF,-16.7833,-151.5,80.74,74,100,15.3,light rain
457,Ferrol,ES,43.4832,-8.2369,52.68,77,46,19.57,scattered clouds
458,Meridian,US,43.6121,-116.3915,43.16,54,0,8.05,clear sky
459,Saryg-Sep,RU,51.5,95.6,-29.36,98,58,3.49,broken clouds
460,Iwanai,JP,42.9744,140.5089,29.57,85,97,9.57,light snow
461,Rocha,UY,-34.4833,-54.3333,68.22,50,3,15.26,clear sky
462,Algiers,DZ,36.7525,3.042,48.02,81,0,2.3,clear sky
463,Karymskoye,RU,51.6167,114.35,-18.87,100,85,1.54,overcast clouds
464,Leninskoye,KZ,41.7589,69.3864,37.33,84,100,4.88,overcast clouds
465,Corum,TR,40.5,34.75,28.72,95,100,2.26,overcast clouds
466,Muli,MV,2.9167,73.5667,81.77,77,100,15.32,overcast clouds
467,Ust-Nera,RU,64.5667,143.2,-35.52,96,57,1.66,broken clouds
468,Huarmey,PE,-10.0681,-78.1522,77.31,69,5,12.41,clear sky
469,Lengshuijiang,CN,27.6881,111.4294,38.97,91,31,1.72,scattered clouds
470,Khasan,RU,42.4308,130.6434,18.54,62,100,7.49,overcast clouds
471,Punta De Bombon,PE,-17.1717,-71.7931,73.62,72,29,9.44,scattered clouds
472,Dabakala,CI,8.3667,-4.4333,84.0,31,6,4.59,clear sky
473,Monster,NL,52.0258,4.175,52.02,69,100,18.41,overcast clouds
474,Olavarria,AR,-36.8927,-60.3225,79.02,40,1,11.14,clear sky
475,Vestmanna,FO,62.1564,-7.1664,32.92,64,100,17.27,overcast clouds
476,Sechura,PE,-5.5569,-80.8222,82.0,57,90,16.51,overcast clouds
477,Itarema,BR,-2.9248,-39.9167,82.27,72,8,13.76,clear sky
478,Gongzhuling,CN,43.5008,124.8198,8.82,77,100,12.68,overcast clouds
479,Teluknaga,ID,-6.0989,106.6381,78.64,94,20,2.3,mist
480,Francisco Sa,BR,-16.4758,-43.4883,80.74,69,19,4.12,few clouds
481,Cayenne,GF,4.9333,-52.3333,82.44,82,75,17.27,broken clouds
482,Quesnel,CA,52.9999,-122.5029,34.3,64,100,2.3,overcast clouds
483,Tiznit,MA,29.5833,-9.5,55.6,66,0,3.0,clear sky
484,Umm Kaddadah,SD,13.6017,26.6876,66.42,17,14,12.15,few clouds
485,Faya,SA,18.3851,42.4509,57.72,41,69,3.98,broken clouds
486,Havoysund,NO,70.9963,24.6622,21.43,84,100,7.9,light snow
487,Nanortalik,GL,60.1432,-45.2371,29.03,80,100,9.42,overcast clouds
488,Golden,US,39.7555,-105.2211,56.1,24,15,8.01,few clouds
489,Wollongong,AU,-34.4333,150.8833,69.19,89,100,6.89,overcast clouds
490,Sitka,US,57.0531,-135.33,37.29,81,100,8.05,overcast clouds
491,Oranjemund,NA,-28.55,16.4333,66.45,81,0,12.1,clear sky
492,Kulhudhuffushi,MV,6.6221,73.07,79.81,80,100,10.22,overcast clouds
493,Sivaki,RU,52.6333,126.75,-0.51,98,98,5.7,overcast clouds
494,Galdar,ES,28.147,-15.6502,65.35,72,0,11.79,clear sky
495,Merritt Island,US,28.5392,-80.672,73.98,71,20,9.22,few clouds
496,Flin Flon,CA,54.7682,-101.865,4.84,72,100,4.61,overcast clouds
497,Olinda,BR,-8.0089,-34.8553,85.73,70,40,9.22,scattered clouds
498,Voh,NC,-20.9667,164.7,78.04,87,100,3.76,overcast clouds
499,Tra Vinh,VN,9.9347,106.3453,78.12,80,46,9.13,scattered clouds
500,Mecca,SA,21.4267,39.8261,75.67,38,0,2.46,clear sky
501,Norsup,VU,-16.0667,167.3833,80.98,82,91,10.87,overcast clouds
502,Quirinopolis,BR,-18.4483,-50.4517,81.88,69,69,2.64,broken clouds
503,Whangamata,NZ,-37.2,175.8667,64.02,74,8,4.03,clear sky
504,Erdenet,MN,49.0333,104.0833,-14.12,99,100,0.94,overcast clouds
505,Wuda,CN,39.4994,106.7117,13.42,73,100,3.18,overcast clouds
506,Izhmorskiy,RU,56.194,86.6414,12.25,95,100,7.36,light snow
507,Samfya,ZM,-11.3649,29.5565,65.08,93,100,4.18,overcast clouds
508,Half Moon Bay,US,37.4636,-122.4286,78.1,56,0,0.0,clear sky
509,Hay River,CA,60.8156,-115.7999,-13.02,70,75,4.61,broken clouds
510,Honiara,SB,-9.4333,159.95,78.57,85,90,4.61,overcast clouds
511,Mokhsogollokh,RU,61.4681,128.9203,-22.36,100,98,1.34,overcast clouds
512,Hirtshals,DK,57.5881,9.9592,37.85,83,100,19.53,light rain
513,Narodychi,UA,51.2029,29.0823,31.26,70,76,11.1,broken clouds
514,El Carrizo,MX,24.0261,-106.8814,84.2,19,100,6.38,overcast clouds
515,Waycross,US,31.2136,-82.354,64.9,46,0,10.36,clear sky
516,Tommot,RU,58.9564,126.2925,-25.64,100,99,0.94,overcast clouds
517,Shakawe,BW,-18.3667,21.85,68.92,86,44,2.06,light rain
518,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,62,75,6.71,broken clouds
519,Sheridan,US,44.8333,-106.9173,53.78,30,0,12.66,clear sky
520,Oshawa,CA,43.9001,-78.8496,15.98,56,40,5.75,scattered clouds
521,Mykolayivka,UA,47.5414,30.7561,31.28,67,5,6.71,clear sky
522,Bonfim,BR,3.0833,-59.95,92.14,41,99,6.67,overcast clouds
523,Kedrovyy,RU,56.1667,91.8167,-17.14,99,44,5.12,scattered clouds
524,Boende,CD,-0.2167,20.8667,81.64,60,95,5.23,overcast clouds
525,Mozelos,PT,41.8677,-8.3978,50.88,92,95,6.13,overcast clouds
526,Burns Lake,CA,54.2331,-125.7533,29.62,87,100,1.12,overcast clouds
527,Kavaratti,IN,10.5669,72.642,80.55,72,66,5.06,broken clouds
528,San Patricio,US,28.017,-97.5169,64.17,22,0,6.93,clear sky
529,Raudeberg,NO,61.9875,5.1352,39.87,94,100,1.99,light rain
530,Sept-Iles,CA,50.2001,-66.3821,7.05,56,40,8.05,scattered clouds
531,Lunenburg,CA,44.3835,-64.3155,33.22,73,100,9.22,overcast clouds
532,Stralsund,DE,54.3091,13.0818,39.6,73,100,15.59,overcast clouds
533,Kerouane,GN,9.2667,-9.0167,78.37,16,3,3.53,clear sky
534,Shelburne,CA,44.0787,-80.2041,13.57,66,100,3.65,overcast clouds
535,Verkhnetulomskiy,RU,68.6073,31.7962,14.13,88,100,7.96,overcast clouds
536,Ludvika,SE,60.1496,15.1878,40.8,91,100,12.88,overcast clouds
537,Hanamaki,JP,39.3833,141.1167,23.9,91,100,3.2,overcast clouds
538,Wahiawa,US,21.5028,-158.0236,75.47,74,0,4.61,clear sky
539,Krasnoarmeysk,RU,51.0239,45.6969,23.29,92,95,13.47,overcast clouds
540,Pesochnoye,RU,58.006,39.1772,28.71,93,100,9.64,snow
541,Chernyshevskiy,RU,63.0128,112.4714,-23.91,100,66,1.52,broken clouds
542,Omsukchan,RU,62.5333,155.8,-29.76,100,37,3.76,scattered clouds
543,Makokou,GA,0.5738,12.8642,75.88,77,25,4.79,scattered clouds
544,Kloulklubed,PW,7.0419,134.2556,77.5,83,100,20.92,overcast clouds
545,Tarko-Sale,RU,64.9225,77.785,-7.83,96,11,11.45,few clouds
546,Ternate,ID,0.8,127.4,79.57,77,100,2.01,overcast clouds
547,Kununurra,AU,-15.7667,128.7333,80.58,74,75,17.27,broken clouds
548,Santa Cruz,BO,-17.8,-63.1667,85.46,48,75,14.97,broken clouds
549,Buchanan,LR,5.8808,-10.0467,82.36,83,44,6.33,scattered clouds
550,Fukue,JP,32.6881,128.8419,52.38,66,100,23.31,light rain
551,Ahipara,NZ,-35.1667,173.1667,64.69,68,78,9.46,broken clouds
552,Hovd,MN,48.0056,91.6419,-13.27,81,15,3.09,few clouds
553,Zhangye,CN,38.9342,100.4517,26.04,47,99,1.48,overcast clouds
554,Kriel,ZA,-26.2739,29.2253,66.81,42,98,5.41,overcast clouds
555,Gambo,CF,4.6482,22.2633,76.01,30,100,1.72,overcast clouds
556,Mabaruma,GY,8.2,-59.7833,77.79,83,85,7.36,overcast clouds
557,Saint-Louis,SN,16.3333,-15.0,85.64,12,57,10.04,broken clouds
558,Eyl,SO,7.9803,49.8164,75.07,70,88,19.24,overcast clouds
559,Mareeba,AU,-17.0,145.4333,72.32,90,14,2.28,few clouds
560,Puerto Madero,MX,14.7208,-92.4215,84.85,61,1,11.05,clear sky
561,Ordzhonikidze,KZ,52.4411,61.7408,16.65,96,100,5.03,overcast clouds
562,Isangel,VU,-19.55,169.2667,78.91,94,40,4.61,scattered clouds
563,Sijunjung,ID,-0.6876,100.9537,71.04,97,100,2.04,overcast clouds
564,Calama,CL,-22.4667,-68.9333,73.89,18,0,26.46,clear sky
565,Vammala,FI,61.3333,22.9,34.75,98,100,12.28,overcast clouds
566,Pimentel,PE,-6.8367,-79.9342,82.69,54,0,14.97,clear sky
567,Kaduna,NG,10.5222,7.4383,76.73,12,22,9.1,few clouds
568,Hanzhong,CN,33.0728,107.0303,40.12,78,32,1.79,scattered clouds
569,Pogranichnyy,RU,44.4064,131.3769,-1.93,97,70,3.36,broken clouds
570,Sherlovaya Gora,RU,50.5667,116.25,-29.88,100,79,3.76,broken clouds
571,Decatur,US,39.8403,-88.9548,22.87,93,100,12.66,mist
572,Manado,ID,1.487,124.8455,72.37,94,40,2.3,scattered clouds
573,Labuhan,ID,-6.8844,112.2051,75.9,91,100,4.05,overcast clouds
574,Riyadh,SA,24.6877,46.7219,55.54,30,0,7.63,clear sky
575,Kabo,CF,7.6994,18.629,81.39,14,100,5.77,overcast clouds
576,Pevek,RU,69.7008,170.3133,-17.43,98,100,8.88,overcast clouds
577,West Bay,KY,19.3667,-81.4167,82.06,78,75,5.01,broken clouds
578,Aksu,CN,41.1231,80.2644,29.03,40,8,4.32,clear sky
579,Igrim,RU,63.1906,64.4162,-16.55,100,89,2.21,overcast clouds
580,Semirara,PH,12.0697,121.3986,79.52,82,100,16.53,overcast clouds
581,Snezhnogorsk,RU,69.1933,33.2531,13.78,80,100,10.78,light snow
582,Qaqortoq,GL,60.7167,-46.0333,28.9,88,100,8.23,overcast clouds
583,Korla,CN,41.7597,86.1469,29.28,46,0,4.54,clear sky
584,Kenai,US,60.5544,-151.2583,29.08,97,100,0.0,light snow
585,Manono,CD,-7.3,27.4167,69.71,95,100,3.13,overcast clouds
586,Slave Lake,CA,55.2834,-114.769,28.38,69,0,8.05,clear sky
587,Hualmay,PE,-11.0964,-77.6139,76.51,69,12,12.48,few clouds
588,Naica,MX,27.85,-105.4833,57.65,19,80,4.76,broken clouds
589,Walla Walla,US,46.0646,-118.343,56.03,60,0,3.44,clear sky
590,Sivagiri,IN,9.3333,77.4333,74.14,77,83,2.13,broken clouds
591,Atar,MR,20.5169,-13.0499,71.78,17,100,9.06,overcast clouds
592,Lakhnadon,IN,22.6,79.6,58.96,24,0,0.92,clear sky
593,Acarau,BR,-2.8856,-40.12,82.47,72,8,15.21,clear sky
594,Sukhumi,GE,43.0033,41.0153,42.3,79,77,5.03,broken clouds
595,Skjervoy,NO,70.0311,20.9714,10.4,69,87,7.96,overcast clouds
596,Tezu,IN,27.9167,96.1667,53.58,45,0,5.03,clear sky
597,Jertih,MY,5.7336,102.4897,76.91,93,22,2.55,few clouds
598,Guaruja,BR,-23.9931,-46.2564,89.2,52,100,6.91,overcast clouds
599,Mahajanga,MG,-15.7167,46.3167,80.62,83,40,4.61,scattered clouds
600,Kanniyakumari,IN,8.0833,77.5667,77.86,76,90,17.2,overcast clouds
601,Kemijarvi,FI,66.7131,27.4306,24.62,95,100,9.82,light snow
602,Akdepe,TM,42.0551,59.3788,41.09,68,100,21.54,overcast clouds
603,Porto Torres,IT,40.835,8.3972,50.09,85,16,6.31,few clouds
604,Kutum,SD,14.2,24.6667,64.87,13,10,9.93,clear sky
605,New Richmond,US,45.123,-92.5366,10.62,40,0,5.75,clear sky
606,Mangrol,IN,21.1167,70.1167,68.29,57,0,11.18,clear sky
607,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,0.0,broken clouds
608,Tabou,CI,4.423,-7.3528,78.48,84,47,7.58,scattered clouds
609,Kyshtovka,RU,56.555,76.6271,4.68,98,98,2.93,overcast clouds
610,Meulaboh,ID,4.1363,96.1285,76.33,90,88,4.85,overcast clouds
611,Pochutla,MX,15.7432,-96.4661,88.83,44,100,9.93,overcast clouds
612,Yamethin,MM,20.4333,96.15,61.05,43,31,3.15,scattered clouds
613,Kiunga,PG,-6.1219,141.2906,72.95,96,100,1.7,overcast clouds
614,Teluk Nibung,ID,3.001,99.8164,75.04,93,91,4.18,overcast clouds
615,Cascais,PT,38.6979,-9.4215,58.51,83,40,20.0,scattered clouds
616,Loa Janan,ID,-0.583,117.095,72.16,97,100,0.47,overcast clouds
617,Mutis,CO,6.2262,-77.4044,79.2,88,98,4.18,light rain
618,Yatou,CN,37.15,122.3833,36.45,79,100,7.07,light rain
619,Tarime,TZ,-1.35,34.3667,64.56,76,100,4.74,overcast clouds
620,Birao,CF,10.2849,22.7882,74.73,9,46,6.67,scattered clouds
621,Pozzallo,IT,36.7305,14.8499,54.25,87,70,6.31,broken clouds
622,Madang,PG,-5.2246,145.7966,75.06,94,100,4.76,overcast clouds
623,Bud,US,39.447,-86.1758,26.74,79,100,8.88,light snow
624,Envira,BR,-7.3,-70.2167,74.93,96,100,3.27,light rain
625,Shenjiamen,CN,29.9576,122.298,43.9,81,100,16.28,overcast clouds
626,Taoudenni,ML,22.6783,-3.9836,66.18,22,0,11.59,clear sky
627,Storforshei,NO,66.4043,14.5233,20.98,100,75,2.3,broken clouds
628,General Roca,AR,-39.0333,-67.5833,91.8,9,37,8.59,scattered clouds
629,Shuangcheng,CN,45.35,126.2833,-6.12,97,100,6.53,overcast clouds
630,Maldonado,UY,-34.6667,-54.9167,67.39,49,8,15.84,clear sky
631,Muros,ES,42.7762,-9.0603,52.84,73,9,18.28,clear sky
632,Yar-Sale,RU,66.8333,70.8333,-12.03,94,100,9.08,overcast clouds
633,Ruthin,GB,53.1137,-3.3178,47.79,92,100,1.99,overcast clouds
634,Klyuchi,RU,52.2667,79.1667,23.95,94,100,11.92,overcast clouds
635,Dharchula,IN,29.85,80.5333,45.9,41,0,7.83,clear sky
636,Diamantina,BR,-18.2494,-43.6003,70.7,80,39,3.83,scattered clouds
637,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,66,20,11.5,few clouds
638,Auki,SB,-8.7676,160.7034,77.22,87,100,4.79,overcast clouds
639,Marovoay,MG,-16.1,46.6333,80.74,91,63,2.39,light rain
640,Zhangjiakou,CN,40.81,114.8794,2.32,76,21,7.61,light snow
641,Panjakent,TJ,39.4952,67.6093,37.2,84,72,3.27,broken clouds
642,San Jose,US,37.3394,-121.895,78.6,49,20,5.75,few clouds
643,Manta,EC,-0.95,-80.7333,82.18,69,75,5.75,broken clouds
644,Yellapur,IN,14.9667,74.7167,63.88,71,0,1.48,clear sky
645,Kurilsk,RU,45.2333,147.8833,26.51,70,61,6.58,broken clouds
646,Baruun-Urt,MN,46.6806,113.2792,-17.46,99,72,2.33,broken clouds
647,Evensk,RU,61.95,159.2333,-5.31,73,30,9.13,scattered clouds
648,Benguela,AO,-12.5763,13.4055,77.04,81,80,3.56,broken clouds
649,Camocim,BR,-2.9022,-40.8411,83.16,72,16,16.42,light rain
650,San Quintin,MX,30.4833,-115.95,76.03,20,9,7.52,clear sky
651,Ponta Delgada,PT,37.7333,-25.6667,61.5,67,75,8.05,broken clouds
652,Linhares,BR,-19.3911,-40.0722,80.4,75,38,8.52,scattered clouds
653,Orlik,RU,52.5178,99.825,-17.72,98,100,2.33,overcast clouds
654,Formosa,AR,-26.1775,-58.1781,87.78,35,0,8.05,clear sky
655,Bavly,RU,54.393,53.2602,12.34,97,92,4.59,overcast clouds
656,Grand Gaube,MU,-20.0064,57.6608,81.37,78,89,7.0,overcast clouds
657,Belmonte,BR,-15.8631,-38.8828,84.2,87,100,10.42,overcast clouds
658,Bati,ET,11.1833,40.0167,68.16,54,36,2.95,scattered clouds
659,Shah Alam,MY,3.0851,101.5328,78.51,89,20,1.14,few clouds
660,Mega,ET,4.05,38.3,68.52,25,55,8.25,broken clouds
661,Jalu,LY,29.0331,21.5482,56.95,48,81,7.45,broken clouds
662,Igarka,RU,67.4667,86.5833,-11.11,89,10,7.61,clear sky
663,Bouna,CI,9.2667,-3.0,82.36,14,7,2.42,clear sky
664,Emerald,AU,-23.5333,148.1667,69.94,83,0,5.75,clear sky
665,Kindu,CD,-2.95,25.95,70.63,98,100,2.71,overcast clouds
666,Takhtamygda,RU,54.1,123.5667,-5.73,95,100,2.53,overcast clouds
667,Talaya,RU,61.3833,152.75,-41.13,100,81,1.45,broken clouds
668,Liepaja,LV,56.5419,21.0367,37.45,81,0,14.97,clear sky
669,Bambanglipuro,ID,-7.95,110.2833,61.61,94,100,5.84,very heavy rain
670,Akyab,MM,20.15,92.9,64.33,57,87,7.4,overcast clouds
671,Turukhansk,RU,65.8167,87.9833,-7.42,88,17,11.41,few clouds
672,Malakal,SS,9.5334,31.6605,84.25,16,0,7.76,clear sky
673,Zemio,CF,5.0314,25.1361,79.5,25,100,3.91,overcast clouds
674,Thunder Bay,CA,48.4001,-89.3168,5.56,52,20,6.91,few clouds
675,Olden,NO,61.8364,6.8064,39.9,95,100,7.23,overcast clouds
676,Apt,FR,43.8833,5.4,46.6,81,100,12.26,overcast clouds
677,Kodinar,IN,20.7903,70.7031,66.79,52,0,12.12,clear sky
678,Ulladulla,AU,-35.35,150.4667,63.88,79,100,7.16,overcast clouds
679,Lavrentiya,RU,65.5833,-171.0,-22.0,93,25,2.86,scattered clouds
680,Nazarovo,RU,56.0064,90.3914,-14.55,100,76,5.39,broken clouds
681,Chiredzi,ZW,-21.05,31.6667,73.27,47,0,4.05,clear sky
682,Marsh Harbour,BS,26.5412,-77.0636,75.51,80,100,19.28,overcast clouds
683,Sfantu Gheorghe,RO,45.8667,25.7833,32.67,82,100,2.82,overcast clouds
